Description	ID	Solanum_lycopersicum	Solanum_appendiculatum	Petunia_inflata	Solanum_tuberosum	Jaltomata_sinuosa	Petunia_axillaris	Nicotiana_attenuata
OG0005895	OG0005895	1	2	1	2	1	1	1
OG0005896	OG0005896	1	1	2	2	1	1	1
OG0005897	OG0005897	1	2	2	0	1	2	1
OG0005898	OG0005898	2	3	0	1	2	0	1
OG0005899	OG0005899	1	1	2	1	1	2	1
OG0005900	OG0005900	1	2	1	1	2	1	1
OG0005901	OG0005901	1	1	2	1	1	1	2
OG0005902	OG0005902	1	1	2	1	1	2	1
OG0005903	OG0005903	1	1	2	1	1	1	2
OG0005904	OG0005904	1	1	1	1	2	1	2
OG0005905	OG0005905	1	1	1	1	3	1	1
OG0005906	OG0005906	0	1	2	0	2	3	1
OG0005907	OG0005907	0	6	0	2	1	0	0
OG0005908	OG0005908	1	1	1	1	1	1	3
OG0005909	OG0005909	0	2	0	0	7	0	0
OG0005910	OG0005910	1	1	2	1	1	2	1
OG0005911	OG0005911	1	1	2	2	1	1	1
OG0005912	OG0005912	1	1	2	1	1	2	1
OG0005913	OG0005913	1	1	2	1	2	1	1
OG0005914	OG0005914	3	1	1	1	1	1	1
OG0005915	OG0005915	1	1	1	1	2	2	1
OG0005916	OG0005916	1	1	2	1	1	2	1
OG0005917	OG0005917	0	0	5	0	3	1	0
OG0005918	OG0005918	2	1	2	1	2	1	0
OG0005919	OG0005919	1	1	2	0	1	2	2
OG0005920	OG0005920	1	1	2	0	1	2	2
OG0005921	OG0005921	0	1	0	2	5	0	1
OG0005922	OG0005922	1	1	2	1	1	1	2
OG0005923	OG0005923	2	1	1	1	1	1	2
OG0005924	OG0005924	1	1	1	1	2	1	2
OG0005925	OG0005925	1	1	2	1	1	2	1
OG0005926	OG0005926	1	1	2	1	1	3	0
OG0005927	OG0005927	1	1	1	1	1	1	3
OG0005928	OG0005928	3	1	1	0	1	1	2
OG0005929	OG0005929	1	2	0	1	1	2	2
OG0005930	OG0005930	1	1	1	2	2	1	1
OG0005931	OG0005931	1	1	1	2	1	2	1
OG0005932	OG0005932	1	2	1	1	1	1	2
OG0005933	OG0005933	1	1	2	1	1	1	2
OG0005934	OG0005934	1	1	2	1	1	1	2
OG0005935	OG0005935	2	1	1	2	1	1	1
OG0005936	OG0005936	1	1	1	1	2	1	2
OG0005937	OG0005937	1	1	3	1	1	1	1
OG0005938	OG0005938	1	2	2	1	1	1	1
OG0005939	OG0005939	2	1	1	1	2	1	1
OG0005940	OG0005940	1	1	2	1	1	2	1
OG0005941	OG0005941	1	1	1	1	2	1	2
OG0005942	OG0005942	1	0	1	2	1	2	2
OG0005943	OG0005943	0	7	0	0	1	0	1
OG0005944	OG0005944	1	2	2	0	1	1	2
OG0005945	OG0005945	2	1	1	2	1	1	1
OG0005946	OG0005946	1	0	3	2	1	1	1
OG0005947	OG0005947	1	1	0	1	2	2	2
OG0005948	OG0005948	1	1	2	1	1	2	1
OG0005949	OG0005949	1	0	1	2	1	1	3
OG0005950	OG0005950	1	1	2	1	1	2	1
OG0005951	OG0005951	1	2	2	1	1	1	1
OG0005952	OG0005952	1	1	2	1	1	2	1
OG0005953	OG0005953	1	1	1	1	1	3	1
OG0005954	OG0005954	0	1	2	1	2	3	0
OG0005955	OG0005955	1	1	2	1	1	2	1
OG0005956	OG0005956	2	1	2	1	1	1	1
OG0005957	OG0005957	1	1	1	0	2	2	2
OG0005958	OG0005958	1	1	2	1	1	2	1
OG0005959	OG0005959	1	1	1	2	2	1	1
OG0005960	OG0005960	1	1	3	1	1	1	1
OG0005961	OG0005961	1	1	3	1	1	1	1
OG0005962	OG0005962	1	1	1	2	1	1	2
OG0005963	OG0005963	1	1	2	1	1	2	1
OG0005964	OG0005964	1	1	2	2	1	1	1
OG0005965	OG0005965	2	4	0	0	3	0	0
OG0005966	OG0005966	1	1	0	2	1	0	4
OG0005967	OG0005967	1	1	2	1	1	1	2
OG0005968	OG0005968	1	1	1	1	1	1	3
OG0005969	OG0005969	1	1	2	1	1	2	1
OG0005970	OG0005970	1	1	2	1	1	2	1
OG0005971	OG0005971	2	1	1	2	1	2	0
OG0005972	OG0005972	1	1	2	2	1	1	1
OG0005973	OG0005973	1	1	2	1	1	2	1
OG0005974	OG0005974	1	1	2	1	1	2	1
OG0005975	OG0005975	1	1	3	1	1	1	1
OG0005976	OG0005976	1	2	2	1	1	1	1
OG0005977	OG0005977	1	1	2	0	1	3	1
OG0005978	OG0005978	1	2	1	1	1	1	2
OG0005979	OG0005979	1	1	2	1	1	2	1
OG0005980	OG0005980	1	1	2	2	1	1	1
OG0005981	OG0005981	1	1	3	1	1	1	1
OG0005982	OG0005982	1	1	3	1	1	1	1
OG0005983	OG0005983	2	1	2	1	1	1	1
OG0005984	OG0005984	1	1	3	1	1	1	1
OG0005985	OG0005985	1	1	3	1	1	1	1
OG0005986	OG0005986	1	1	3	1	1	1	1
OG0005987	OG0005987	1	1	1	2	2	1	1
OG0005988	OG0005988	1	0	1	2	1	2	2
OG0005989	OG0005989	1	1	1	1	2	1	2
OG0005990	OG0005990	2	1	1	2	1	1	1
OG0005991	OG0005991	1	1	2	1	1	2	1
OG0005992	OG0005992	2	1	1	2	1	1	1
OG0005993	OG0005993	1	1	2	1	1	2	1
OG0005994	OG0005994	1	1	2	1	2	1	1
OG0005995	OG0005995	1	1	1	1	2	1	2
OG0005996	OG0005996	1	1	2	1	1	1	2
OG0005997	OG0005997	0	0	0	1	6	0	2
OG0005998	OG0005998	1	1	2	1	1	2	1
OG0005999	OG0005999	2	1	1	2	1	1	1
OG0006000	OG0006000	1	2	1	2	1	1	1
OG0006001	OG0006001	2	4	0	1	2	0	0
OG0006002	OG0006002	2	1	1	2	1	1	1
OG0006003	OG0006003	1	1	2	1	1	2	1
OG0006004	OG0006004	1	1	2	1	1	2	1
OG0006005	OG0006005	1	2	1	1	2	1	1
OG0006006	OG0006006	1	1	2	1	1	2	1
OG0006007	OG0006007	8	0	0	0	1	0	0
OG0006008	OG0006008	1	1	3	1	1	1	1
OG0006009	OG0006009	1	2	1	1	1	1	2
OG0006010	OG0006010	1	1	2	2	1	1	1
OG0006011	OG0006011	0	4	0	2	3	0	0
OG0006012	OG0006012	2	1	2	0	1	2	1
OG0006013	OG0006013	0	1	4	1	1	2	0
OG0006014	OG0006014	1	1	3	1	1	1	1
OG0006015	OG0006015	1	1	2	1	2	1	1
OG0006016	OG0006016	1	1	2	1	1	1	2
OG0006017	OG0006017	1	1	1	1	1	1	3
OG0006018	OG0006018	2	2	1	1	1	1	1
OG0006019	OG0006019	1	1	1	1	1	1	3
OG0006020	OG0006020	1	1	2	1	1	2	1
OG0006021	OG0006021	2	2	1	0	1	1	2
OG0006022	OG0006022	1	1	2	1	1	2	1
OG0006023	OG0006023	1	1	1	1	2	1	2
OG0006024	OG0006024	1	1	2	1	1	2	1
OG0006025	OG0006025	2	1	1	1	1	1	2
OG0006026	OG0006026	2	1	1	2	1	1	1
OG0006027	OG0006027	2	1	1	1	2	1	1
OG0006028	OG0006028	1	1	1	1	2	1	2
OG0006029	OG0006029	1	1	1	1	2	2	1
OG0006030	OG0006030	1	1	1	1	1	2	2
OG0006031	OG0006031	1	1	1	1	2	1	2
OG0006032	OG0006032	2	1	1	0	2	1	2
OG0006033	OG0006033	0	1	2	2	1	2	1
OG0006034	OG0006034	1	1	1	2	1	1	2
OG0006035	OG0006035	2	1	2	1	1	1	1
OG0006036	OG0006036	1	1	1	1	3	1	1
OG0006037	OG0006037	1	1	1	1	1	1	3
OG0006038	OG0006038	1	1	2	1	1	2	1
OG0006039	OG0006039	1	1	3	1	1	1	1
OG0006040	OG0006040	1	2	1	1	1	1	2
OG0006041	OG0006041	2	1	1	1	1	1	2
OG0006042	OG0006042	1	3	1	1	1	1	1
OG0006043	OG0006043	1	1	2	0	2	2	1
OG0006044	OG0006044	1	1	2	1	2	1	1
OG0006045	OG0006045	1	1	1	1	1	1	3
OG0006046	OG0006046	1	3	1	1	1	1	1
OG0006047	OG0006047	1	3	1	1	1	1	1
OG0006048	OG0006048	1	1	2	1	1	2	1
OG0006049	OG0006049	2	2	1	1	1	1	1
OG0006050	OG0006050	1	1	2	2	1	1	1
OG0006051	OG0006051	1	2	1	1	1	1	2
OG0006052	OG0006052	2	1	1	1	1	1	2
OG0006053	OG0006053	1	1	3	1	1	1	1
OG0006054	OG0006054	1	1	3	1	1	1	1
OG0006055	OG0006055	1	1	1	2	1	1	2
OG0006056	OG0006056	1	1	2	1	1	2	1
OG0006057	OG0006057	2	2	1	0	1	2	1
OG0006058	OG0006058	2	1	2	0	1	2	1
OG0006059	OG0006059	1	2	1	1	2	1	1
OG0006060	OG0006060	1	1	2	1	1	2	1
OG0006061	OG0006061	1	1	1	1	1	3	1
OG0006062	OG0006062	2	1	3	0	1	1	1
OG0006063	OG0006063	3	0	1	1	2	1	1
OG0006064	OG0006064	1	1	2	1	1	2	1
OG0006065	OG0006065	1	1	1	1	2	1	2
OG0006066	OG0006066	0	1	4	1	1	2	0
OG0006067	OG0006067	1	1	2	1	1	2	1
OG0006068	OG0006068	2	1	2	0	1	1	2
OG0006069	OG0006069	2	2	1	1	1	1	1
OG0006070	OG0006070	2	1	0	0	5	1	0
OG0006071	OG0006071	2	0	2	2	1	1	1
OG0006072	OG0006072	1	1	2	1	1	2	1
OG0006073	OG0006073	2	1	1	1	1	1	2
OG0006074	OG0006074	2	1	1	0	2	2	1
OG0006075	OG0006075	1	2	1	1	1	1	2
OG0006076	OG0006076	2	1	1	1	1	1	2
OG0006077	OG0006077	1	1	2	1	2	1	1
OG0006078	OG0006078	1	2	0	3	3	0	0
OG0006079	OG0006079	1	1	3	0	1	1	2
OG0006080	OG0006080	2	1	1	1	1	1	2
OG0006081	OG0006081	1	1	2	1	1	2	1
OG0006082	OG0006082	3	1	2	1	1	1	0
OG0006083	OG0006083	1	1	3	1	1	1	1
OG0006084	OG0006084	1	1	2	1	1	2	1
OG0006085	OG0006085	2	1	1	1	1	1	2
OG0006086	OG0006086	1	3	1	1	1	1	1
OG0006087	OG0006087	1	2	1	2	1	1	1
OG0006088	OG0006088	1	1	2	1	1	1	2
OG0006089	OG0006089	1	2	0	2	2	0	2
OG0006090	OG0006090	1	1	2	1	1	2	1
OG0006091	OG0006091	1	5	0	1	2	0	0
OG0006092	OG0006092	1	1	2	1	1	2	1
OG0006093	OG0006093	2	1	1	2	1	1	1
OG0006094	OG0006094	2	2	1	1	1	1	1
OG0006095	OG0006095	1	1	2	1	2	1	1
OG0006096	OG0006096	1	1	2	1	1	2	1
OG0006097	OG0006097	2	1	1	1	1	1	2
OG0006098	OG0006098	1	2	1	1	2	1	1
OG0006099	OG0006099	2	1	1	1	1	2	1
OG0006100	OG0006100	1	2	1	1	1	2	1
OG0006101	OG0006101	1	1	2	1	1	2	1
OG0006102	OG0006102	1	1	2	2	1	2	0
OG0006103	OG0006103	2	0	2	2	1	1	1
OG0006104	OG0006104	1	1	2	1	1	2	1
OG0006105	OG0006105	4	0	1	1	1	1	1
OG0006106	OG0006106	1	1	1	1	1	2	2
OG0006107	OG0006107	1	1	1	2	2	1	1
OG0006108	OG0006108	1	1	1	1	3	1	1
OG0006109	OG0006109	1	1	2	1	1	2	1
OG0006110	OG0006110	2	2	0	2	2	1	0
OG0006111	OG0006111	0	1	0	0	2	0	6
OG0006112	OG0006112	1	1	2	1	1	2	1
OG0006113	OG0006113	1	1	1	1	1	1	3
OG0006114	OG0006114	1	2	0	1	1	2	2
OG0006115	OG0006115	1	1	2	1	1	2	1
OG0006116	OG0006116	1	1	2	1	1	2	1
OG0006117	OG0006117	3	2	0	3	1	0	0
OG0006118	OG0006118	1	1	2	1	1	2	1
OG0006119	OG0006119	1	1	3	1	1	1	1
OG0006120	OG0006120	1	2	1	2	1	1	1
OG0006121	OG0006121	1	2	1	2	1	1	1
OG0006122	OG0006122	1	1	1	1	2	1	2
OG0006123	OG0006123	0	1	1	1	5	1	0
OG0006124	OG0006124	1	1	2	1	1	2	1
OG0006125	OG0006125	1	1	2	1	1	2	1
OG0006126	OG0006126	1	1	3	1	1	1	1
OG0006127	OG0006127	1	1	3	1	1	1	1
OG0006128	OG0006128	1	1	2	1	2	1	1
OG0006129	OG0006129	2	1	1	2	1	1	1
OG0006130	OG0006130	1	1	2	1	1	2	1
OG0006131	OG0006131	2	1	1	2	1	1	1
OG0006132	OG0006132	1	1	1	2	1	1	2
OG0006133	OG0006133	1	2	1	1	2	1	1
OG0006134	OG0006134	1	1	2	1	1	2	1
OG0006135	OG0006135	1	1	1	2	1	1	2
OG0006136	OG0006136	2	1	1	1	1	1	2
OG0006137	OG0006137	1	1	3	1	1	1	1
OG0006138	OG0006138	1	1	2	0	2	2	1
OG0006139	OG0006139	1	1	2	1	2	1	1
OG0006140	OG0006140	1	1	2	1	1	1	2
OG0006141	OG0006141	1	1	1	1	2	1	2
OG0006142	OG0006142	1	1	1	1	1	1	3
OG0006143	OG0006143	1	1	2	1	1	2	1
OG0006144	OG0006144	0	2	2	2	1	2	0
OG0006145	OG0006145	1	1	2	1	1	2	1
OG0006146	OG0006146	1	2	1	1	2	1	1
OG0006147	OG0006147	1	1	1	1	2	1	2
OG0006148	OG0006148	3	1	1	1	1	1	1
OG0006149	OG0006149	1	2	1	1	2	1	1
OG0006150	OG0006150	0	4	0	1	4	0	0
OG0006151	OG0006151	2	1	1	1	2	1	1
OG0006152	OG0006152	1	1	1	1	2	2	1
OG0006153	OG0006153	0	4	0	1	1	0	3
OG0006154	OG0006154	1	1	1	2	2	0	2
OG0006155	OG0006155	1	1	2	1	1	2	1
OG0006156	OG0006156	1	1	2	0	1	2	2
OG0006157	OG0006157	1	1	1	2	1	1	2
OG0006158	OG0006158	2	1	2	1	2	1	0
OG0006159	OG0006159	1	1	3	1	1	1	1
OG0006160	OG0006160	1	1	1	1	2	1	2
OG0006161	OG0006161	0	0	3	0	1	4	1
OG0006162	OG0006162	2	1	2	1	1	1	1
OG0006163	OG0006163	1	1	1	3	1	1	1
OG0006164	OG0006164	1	1	2	1	1	2	1
OG0006165	OG0006165	1	1	1	1	1	2	2
OG0006166	OG0006166	1	1	2	0	1	2	2
OG0006167	OG0006167	1	1	2	1	1	1	2
OG0006168	OG0006168	2	3	0	3	1	0	0
OG0006169	OG0006169	2	1	1	2	1	1	1
OG0006170	OG0006170	1	2	3	0	1	1	1
OG0006171	OG0006171	2	1	1	0	2	1	2
OG0006172	OG0006172	1	1	1	1	2	2	1
OG0006173	OG0006173	1	1	2	1	1	2	1
OG0006174	OG0006174	1	1	3	0	2	1	1
OG0006175	OG0006175	1	1	4	1	1	1	0
OG0006176	OG0006176	1	1	3	0	2	1	1
OG0006177	OG0006177	2	1	1	1	1	1	2
OG0006178	OG0006178	0	3	0	5	1	0	0
OG0006179	OG0006179	1	1	2	1	2	1	1
OG0006180	OG0006180	1	3	1	1	1	1	1
OG0006181	OG0006181	2	1	1	1	1	2	1
OG0006182	OG0006182	1	1	2	1	1	2	1
OG0006183	OG0006183	1	3	1	2	1	1	0
OG0006184	OG0006184	1	2	1	2	1	1	1
OG0006185	OG0006185	1	1	3	1	1	1	1
OG0006186	OG0006186	1	1	1	1	2	1	2
OG0006187	OG0006187	1	1	2	1	1	1	2
OG0006188	OG0006188	1	1	3	1	1	1	1
OG0006189	OG0006189	1	1	2	2	1	1	1
OG0006190	OG0006190	1	1	2	2	1	1	1
OG0006191	OG0006191	2	2	1	1	2	1	0
OG0006192	OG0006192	1	1	1	1	1	1	3
OG0006193	OG0006193	1	1	2	1	2	1	1
OG0006194	OG0006194	1	1	3	1	1	1	1
OG0006195	OG0006195	1	1	2	1	1	2	1
OG0006196	OG0006196	1	2	1	2	1	1	1
OG0006197	OG0006197	1	1	2	1	1	2	1
OG0006198	OG0006198	1	1	1	1	1	2	2
OG0006199	OG0006199	1	1	2	1	1	2	1
OG0006200	OG0006200	0	0	0	1	2	0	6
OG0006201	OG0006201	1	2	1	2	1	1	1
OG0006202	OG0006202	1	1	3	1	1	1	1
OG0006203	OG0006203	2	1	1	2	1	1	1
OG0006204	OG0006204	1	1	1	1	1	1	3
OG0006205	OG0006205	1	1	3	1	1	1	1
OG0006206	OG0006206	1	1	2	1	1	2	1
OG0006207	OG0006207	1	1	1	1	2	1	2
OG0006208	OG0006208	0	2	0	1	5	1	0
OG0006209	OG0006209	1	1	2	1	1	2	1
OG0006210	OG0006210	3	1	1	1	1	1	1
OG0006211	OG0006211	1	1	2	1	1	2	1
OG0006212	OG0006212	2	1	1	2	1	1	1
OG0006213	OG0006213	1	2	1	1	1	1	2
OG0006214	OG0006214	2	1	2	1	1	1	1
OG0006215	OG0006215	0	6	1	1	1	0	0
OG0006216	OG0006216	0	2	1	2	3	0	1
OG0006217	OG0006217	1	1	2	2	1	1	1
OG0006218	OG0006218	1	2	1	1	1	1	2
OG0006219	OG0006219	1	2	1	2	1	1	1
OG0006220	OG0006220	1	1	2	0	1	2	2
OG0006221	OG0006221	1	1	2	1	1	2	1
OG0006222	OG0006222	1	1	2	1	1	2	1
OG0006223	OG0006223	1	1	1	1	1	1	3
OG0006224	OG0006224	1	1	3	1	1	1	1
OG0006225	OG0006225	3	3	0	0	3	0	0
OG0006226	OG0006226	2	1	1	1	2	1	1
OG0006227	OG0006227	0	1	5	0	1	2	0
OG0006228	OG0006228	1	1	2	1	1	2	1
OG0006229	OG0006229	1	1	2	1	1	2	1
OG0006230	OG0006230	1	1	2	1	1	2	1
OG0006231	OG0006231	1	1	2	2	1	1	1
OG0006232	OG0006232	1	1	2	1	1	2	1
OG0006233	OG0006233	1	1	2	1	1	2	1
OG0006234	OG0006234	3	1	1	1	1	1	1
OG0006235	OG0006235	1	1	3	1	1	1	1
OG0006236	OG0006236	2	1	3	0	1	1	1
OG0006237	OG0006237	0	1	1	1	4	1	1
OG0006238	OG0006238	1	1	2	1	1	2	1
OG0006239	OG0006239	1	1	3	0	1	1	2
OG0006240	OG0006240	1	1	3	0	1	1	2
OG0006241	OG0006241	1	1	2	1	1	2	1
OG0006242	OG0006242	0	0	0	1	1	1	6
OG0006243	OG0006243	1	1	3	0	1	2	1
OG0006244	OG0006244	1	3	1	1	1	1	1
OG0006245	OG0006245	1	1	2	1	1	2	1
OG0006246	OG0006246	2	1	1	2	1	1	1
OG0006247	OG0006247	1	1	1	1	1	3	1
OG0006248	OG0006248	1	1	1	1	2	1	2
OG0006249	OG0006249	2	2	1	1	1	1	1
OG0006250	OG0006250	1	2	1	2	1	1	1
OG0006251	OG0006251	0	0	0	8	1	0	0
OG0006252	OG0006252	1	2	0	1	1	1	3
OG0006253	OG0006253	1	1	2	2	1	1	1
OG0006254	OG0006254	2	0	1	3	1	1	1
OG0006255	OG0006255	1	1	1	1	1	2	2
OG0006256	OG0006256	3	1	1	1	1	1	1
OG0006257	OG0006257	1	1	2	1	2	1	1
OG0006258	OG0006258	1	1	1	1	2	1	2
OG0006259	OG0006259	1	1	2	1	1	2	1
OG0006260	OG0006260	1	1	3	1	1	1	1
OG0006261	OG0006261	1	1	3	1	1	1	1
OG0006262	OG0006262	1	1	2	1	1	1	2
OG0006263	OG0006263	1	1	3	1	1	1	1
OG0006264	OG0006264	1	1	1	1	1	3	1
OG0006265	OG0006265	1	1	1	1	1	3	1
OG0006266	OG0006266	1	2	1	1	1	1	2
OG0006267	OG0006267	2	1	1	2	1	1	1
OG0006268	OG0006268	1	1	3	1	1	1	1
OG0006269	OG0006269	1	1	3	1	1	1	1
OG0006270	OG0006270	1	0	3	1	1	2	1
OG0006271	OG0006271	1	1	3	1	1	1	1
OG0006272	OG0006272	1	1	2	2	1	1	1
OG0006273	OG0006273	1	1	2	2	1	1	1
OG0006274	OG0006274	1	1	2	1	1	2	1
OG0006275	OG0006275	1	1	3	1	1	1	1
OG0006276	OG0006276	1	1	3	1	1	1	1
OG0006277	OG0006277	1	1	2	1	1	2	1
OG0006278	OG0006278	1	1	2	1	1	2	1
OG0006279	OG0006279	1	1	1	1	1	2	2
OG0006280	OG0006280	1	1	3	1	1	1	1
OG0006281	OG0006281	1	2	2	1	1	1	1
OG0006282	OG0006282	1	2	1	2	1	1	1
OG0006283	OG0006283	1	1	2	1	1	2	1
OG0006284	OG0006284	1	1	3	1	1	1	1
OG0006285	OG0006285	1	1	3	1	1	1	1
OG0006286	OG0006286	1	1	2	2	1	1	1
OG0006287	OG0006287	1	1	3	1	1	1	1
OG0006288	OG0006288	1	1	2	1	1	2	1
OG0006289	OG0006289	1	1	4	1	1	0	1
OG0006290	OG0006290	1	1	2	1	1	1	2
OG0006291	OG0006291	2	2	1	1	1	1	1
OG0006292	OG0006292	1	1	3	1	1	1	1
OG0006293	OG0006293	1	1	2	1	1	1	2
OG0006294	OG0006294	1	1	3	1	1	1	1
OG0006295	OG0006295	1	1	2	1	1	1	2
OG0006296	OG0006296	1	1	3	1	2	1	0
OG0006297	OG0006297	1	1	3	1	1	1	1
OG0006298	OG0006298	1	1	2	1	1	1	2
OG0006299	OG0006299	2	0	1	1	2	1	2
OG0006300	OG0006300	1	1	1	1	1	2	2
OG0006301	OG0006301	1	1	3	1	1	1	1
OG0006302	OG0006302	1	1	3	0	1	1	2
OG0006303	OG0006303	1	1	3	1	1	1	1
OG0006304	OG0006304	1	1	2	1	1	1	2
OG0006305	OG0006305	1	1	2	1	1	2	1
OG0006306	OG0006306	1	1	3	1	1	1	1
OG0006307	OG0006307	1	1	2	1	1	2	1
OG0006308	OG0006308	1	1	2	1	1	2	1
OG0006309	OG0006309	1	1	2	1	1	2	1
OG0006310	OG0006310	1	3	1	1	1	1	1
OG0006311	OG0006311	1	2	1	2	1	1	1
OG0006312	OG0006312	1	1	2	1	1	2	1
OG0006313	OG0006313	1	1	2	1	1	2	1
OG0006314	OG0006314	1	2	1	1	2	1	1
OG0006315	OG0006315	1	1	2	1	1	2	1
OG0006316	OG0006316	0	1	1	3	2	2	0
OG0006317	OG0006317	1	1	2	1	1	1	2
OG0006318	OG0006318	1	1	2	1	2	1	1
OG0006319	OG0006319	1	2	1	1	3	1	0
OG0006320	OG0006320	1	2	1	2	1	1	1
OG0006321	OG0006321	1	1	2	1	1	1	2
OG0006322	OG0006322	1	1	2	0	2	2	1
OG0006323	OG0006323	1	1	1	2	1	1	2
OG0006324	OG0006324	2	1	1	2	1	1	1
OG0006325	OG0006325	1	1	2	1	1	2	1
OG0006326	OG0006326	2	1	1	1	2	1	1
OG0006327	OG0006327	1	1	2	1	1	1	2
OG0006328	OG0006328	1	1	1	1	2	1	2
OG0006329	OG0006329	1	1	2	1	1	2	1
OG0006330	OG0006330	1	3	1	1	1	1	1
OG0006331	OG0006331	1	1	2	1	1	2	1
OG0006332	OG0006332	1	2	2	1	1	1	1
OG0006333	OG0006333	1	1	2	1	1	2	1
OG0006334	OG0006334	2	1	1	1	2	1	1
OG0006335	OG0006335	1	1	3	1	1	1	1
OG0006336	OG0006336	1	1	2	1	1	2	1
OG0006337	OG0006337	1	1	2	1	1	2	1
OG0006338	OG0006338	1	1	1	1	1	2	2
OG0006339	OG0006339	1	1	1	2	2	1	1
OG0006340	OG0006340	1	1	1	1	2	1	2
OG0006341	OG0006341	1	2	1	0	2	1	2
OG0006342	OG0006342	1	1	2	1	2	1	1
OG0006343	OG0006343	1	1	1	1	2	1	2
OG0006344	OG0006344	1	1	2	1	1	2	1
OG0006345	OG0006345	1	3	0	2	3	0	0
OG0006346	OG0006346	1	1	2	1	1	2	1
OG0006347	OG0006347	1	1	2	1	1	2	1
OG0006348	OG0006348	1	1	1	1	1	1	3
OG0006349	OG0006349	1	1	1	1	1	3	1
OG0006350	OG0006350	3	1	1	0	1	2	1
OG0006351	OG0006351	1	2	1	1	2	1	1
OG0006352	OG0006352	1	2	1	1	4	0	0
OG0006353	OG0006353	1	1	3	1	1	1	1
OG0006354	OG0006354	1	1	3	1	2	1	0
OG0006355	OG0006355	1	1	2	1	1	2	1
OG0006356	OG0006356	2	2	1	1	1	1	1
OG0006357	OG0006357	0	7	0	1	1	0	0
OG0006358	OG0006358	0	0	0	0	1	0	8
OG0006359	OG0006359	1	1	2	1	1	2	1
OG0006360	OG0006360	1	1	2	2	1	1	1
OG0006361	OG0006361	1	1	2	2	1	1	1
OG0006362	OG0006362	1	1	1	3	1	1	1
OG0006363	OG0006363	1	2	1	1	1	1	2
OG0006364	OG0006364	1	1	1	1	2	1	2
OG0006365	OG0006365	2	2	1	2	1	1	0
OG0006366	OG0006366	2	1	1	1	1	2	1
OG0006367	OG0006367	1	1	2	1	1	2	1
OG0006368	OG0006368	1	1	3	1	1	1	1
OG0006369	OG0006369	1	1	4	1	1	1	0
OG0006370	OG0006370	2	1	1	2	1	1	1
OG0006371	OG0006371	2	1	2	2	1	1	0
OG0006372	OG0006372	2	1	2	1	1	1	1
OG0006373	OG0006373	1	1	2	2	1	1	1
OG0006374	OG0006374	1	1	2	1	1	1	2
OG0006375	OG0006375	1	1	2	1	1	1	2
OG0006376	OG0006376	1	1	3	1	1	1	1
OG0006377	OG0006377	1	1	2	1	1	2	1
OG0006378	OG0006378	1	2	1	2	1	1	1
OG0006379	OG0006379	1	1	2	1	1	1	2
OG0006380	OG0006380	1	3	1	0	1	1	2
OG0006381	OG0006381	1	1	1	2	1	1	2
OG0006382	OG0006382	1	1	2	1	1	2	1
OG0006383	OG0006383	1	1	2	0	1	3	1
OG0006384	OG0006384	1	1	1	1	2	1	2
OG0006385	OG0006385	0	0	5	0	1	3	0
OG0006386	OG0006386	1	3	1	1	1	1	1
OG0006387	OG0006387	1	3	1	1	1	1	1
OG0006388	OG0006388	1	1	2	1	2	1	1
OG0006389	OG0006389	1	1	1	1	1	2	2
OG0006390	OG0006390	1	1	1	0	2	3	1
OG0006391	OG0006391	1	2	2	1	1	1	1
OG0006392	OG0006392	1	1	2	1	2	1	1
OG0006393	OG0006393	1	1	2	0	2	2	1
OG0006394	OG0006394	2	1	2	1	1	1	1
OG0006395	OG0006395	2	1	1	2	1	1	1
OG0006396	OG0006396	1	1	2	1	1	2	1
OG0006397	OG0006397	2	1	2	1	1	1	1
OG0006398	OG0006398	1	1	2	1	1	2	1
OG0006399	OG0006399	2	1	1	1	2	1	1
OG0006400	OG0006400	1	1	1	1	2	1	2
OG0006401	OG0006401	1	1	2	1	1	2	1
OG0006402	OG0006402	1	1	3	1	1	1	1
OG0006403	OG0006403	0	0	1	6	1	1	0
OG0006404	OG0006404	1	1	1	1	2	2	1
OG0006405	OG0006405	1	1	3	1	1	1	1
OG0006406	OG0006406	2	1	1	2	1	2	0
OG0006407	OG0006407	1	1	1	1	1	2	2
OG0006408	OG0006408	1	1	1	1	1	3	1
OG0006409	OG0006409	1	1	2	1	1	1	2
OG0006410	OG0006410	1	1	3	1	1	1	1
OG0006411	OG0006411	1	1	3	1	1	1	1
OG0006412	OG0006412	1	1	3	1	1	1	1
OG0006413	OG0006413	1	1	2	1	1	2	1
OG0006414	OG0006414	1	1	2	2	1	1	1
OG0006415	OG0006415	2	1	0	2	2	1	1
OG0006416	OG0006416	1	1	2	1	2	1	1
OG0006417	OG0006417	1	4	0	1	3	0	0
OG0006418	OG0006418	1	1	1	1	1	2	2
OG0006419	OG0006419	1	2	2	1	1	1	1
OG0006420	OG0006420	2	2	0	2	1	1	1
OG0006421	OG0006421	1	1	1	3	1	1	1
OG0006422	OG0006422	1	1	2	1	1	2	1
OG0006423	OG0006423	1	1	2	1	1	2	1
OG0006424	OG0006424	1	1	1	2	2	1	1
OG0006425	OG0006425	1	1	2	1	1	2	1
OG0006426	OG0006426	3	4	1	0	1	0	0
OG0006427	OG0006427	1	1	2	1	1	1	2
OG0006428	OG0006428	1	1	2	1	1	2	1
OG0006429	OG0006429	1	1	2	1	1	1	2
